,UPEC_12
423.17203,-0.0011801884913960371
796.585,-0.001214762477098356
314.10696,-0.0012170998534391329
310.14215,-0.001246698507204473
874.5715,-0.0012881135159954148
300.09262,-0.0013297367025537224
551.2112,-0.0015387257131089307
551.3712,-0.001627973401079656
593.5093,-0.0017187033239413584
351.2653,-0.0017559969482326
881.75116,-0.0017730699446034835
631.3876,-0.001804713863967395
612.4534,-0.0019071773519313967
533.357,-0.0021652751098643775
814.4892,-0.002165371189011932
769.22626,-0.0021682727331520965
387.01868,-0.0021750990998841728
318.98676,-0.0022210499919122296
406.35278,-0.0023745540914851832
374.16925,-0.0025706401942646334
630.1926,-0.0026323932967000285
384.0038,-0.002696841311624002
330.91122,-0.0027867107989266947
426.13687,-0.002843358373823638
370.17444,-0.003081915220673934
764.5215,-0.0031400597995527154
365.27966,-0.0032338459649761285
838.6281,-0.003297971221086235
346.8855,-0.0033777534661199346
409.16266,-0.0035143935004489112
385.10376,-0.0035226189685772435
341.30576,-0.0036097903057015325
567.4305,-0.0036542837176583316
604.60376,-0.003663577602925275
402.99295,-0.0036942058724515874
605.3787,-0.003768783557628878
380.149,-0.003816598188771915
569.4054,-0.0038543014376187052
712.67883,-0.0038659140976444965
620.19806,-0.003887572755021722
326.10645,-0.0039617725161249185
590.3494,-0.0041677830198452994
465.3901,-0.004190829864649359
927.4691,-0.0042297702896535345
503.0984,-0.004299148684576188
387.32364,-0.004481656661986921
633.1725,-0.004564893506192989
415.31738,-0.004572389471824158
302.10254,-0.004693347792475331
403.2029,-0.004754649012976016
615.3533,-0.004827591360471908
809.6494,-0.004851974940088972
334.26105,-0.004963289361793456
319.26175,-0.0052399317185401325
343.04565,-0.0052606458782622845
379.294,-0.005622697833075418
357.07004,-0.005679902334908534
397.3082,-0.0060084979303348905
367.33456,-0.006026488874262883
364.2747,-0.006157550356553276
439.31628,-0.00646569925153043
325.28647,-0.006514164947876321
519.3826,-0.006519106056875841
813.47925,-0.0066911216641237815
402.13797,-0.006900014201205193
310.30716,-0.006946505294367711
686.585,-0.007106528062674555
517.36273,-0.0074215606247124075
382.28387,-0.00755216810882751
387.24365,-0.007821735573056831
589.5195,-0.00786717548026781
534.36694,-0.008064526248561776
348.28043,-0.008146588253625894
362.2948,-0.008169794997949524
860.6121,-0.008245374447112142
598.31903,-0.008430719432104538
366.2896,-0.008655194340517374
648.6268,-0.00870754122264084
619.39307,-0.009118900024856443
350.11035,-0.009230555739547976
631.19257,-0.009641538046661414
364.3097,-0.009682744186547484
740.7076,-0.009963503856120593
876.5864,-0.010155819978567692
735.4928,-0.010215577176086286
537.39185,-0.010310443094586818
535.3769,-0.010735332402014745
563.5006,-0.01084836391341254
433.33154,-0.01103055658085425
372.18933,-0.011323254403177649
902.7652,-0.011621906385786468
603.1588,-0.011756061991689501
350.29532,-0.011774104270930761
738.5127,-0.011909886304764352
424.36197,-0.011932676679676464
546.5264,-0.012549726448805556
587.4996,-0.012595940406098004
368.3045,-0.012704051939299056
518.4927,-0.012970443283850261
670.6108,-0.013065351238698964
781.6157,-0.013090654620981723
369.34946,-0.013242801610758819
413.30246,-0.01328646405747444
649.5167,-0.013373059955335392
399.3231,-0.013660260134728243
382.31888,-0.0139255159983178
363.29974,-0.014116683751950243
626.58777,-0.014312308948174111
427.38184,-0.014359486571010951
607.3887,-0.014656431936307768
393.09338,-0.015119146983475263
401.338,-0.015687185982273776
653.5466,-0.01577014127532108
365.31964,-0.016003267688785787
644.5969,-0.016275990517119126
380.30396,-0.01653734918760045
655.56146,-0.016791036895854105
663.4511,-0.016999958815456347
612.6084,-0.018220309791341774
385.34375,-0.018252351375861883
591.53436,-0.019354099022864946
590.1544,-0.019663330608065292
383.32883,-0.020335755255148538
521.3975,-0.02070760512634733
628.60266,-0.02123149876819845
651.5316,-0.021393283228976184
602.58887,-0.02149023694745373
381.31393,-0.02160808027548746
646.6119,-0.021891969037414416
797.58997,-0.024498524696323305
769.5613,-0.024747684238407695
576.57007,-0.025745518478468163
570.5203,-0.027661709136580215
630.6176,-0.028226406673318948
710.48395,-0.03001000181436588
753.587,-0.031082985904071075
694.5147,-0.031147904057321443
731.60297,-0.03281271826291021
548.5413,-0.039487957793383904
